Body Name,Transaction Number,Account code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath & North East Somerset Council,80296835,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,284.55
Bath & North East Somerset Council,80296835,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,284.55
Bath & North East Somerset Council,80296881,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,319.5
Bath & North East Somerset Council,80296881,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,319.5
Bath & North East Somerset Council,80296881,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,319.5
Bath & North East Somerset Council,80296881,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,319.5
Bath & North East Somerset Council,80296829,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,387.76
Bath & North East Somerset Council,80296829,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,387.76
Bath & North East Somerset Council,80296829,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,387.76
Bath & North East Somerset Council,80296829,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,387.76
Bath & North East Somerset Council,80296827,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1017.75
Bath & North East Somerset Council,80296827,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1017.75
Bath & North East Somerset Council,80296827,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1017.75
Bath & North East Somerset Council,80296827,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1017.75
Bath & North East Somerset Council,80296831,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1049.41
Bath & North East Somerset Council,80296831,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1049.41
Bath & North East Somerset Council,80296831,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1049.41
Bath & North East Somerset Council,80296831,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1049.41
Bath & North East Somerset Council,80296893,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1122.16
Bath & North East Somerset Council,80296893,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1122.16
Bath & North East Somerset Council,80296893,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1122.16
Bath & North East Somerset Council,80296893,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1122.16
Bath & North East Somerset Council,80296828,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1133.53
Bath & North East Somerset Council,80296828,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1133.53
Bath & North East Somerset Council,80296828,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1133.53
Bath & North East Somerset Council,80296828,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1133.53
Bath & North East Somerset Council,80296859,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1496.59
Bath & North East Somerset Council,80296859,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1496.59
Bath & North East Somerset Council,80296859,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1496.59
Bath & North East Somerset Council,80296859,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,1496.59
Bath & North East Somerset Council,80296894,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,2192.59
Bath & North East Somerset Council,80296894,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,2192.59
Bath & North East Somerset Council,80296894,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,2192.59
Bath & North East Somerset Council,80296894,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,2192.59
Bath & North East Somerset Council,80296892,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,2923.2
Bath & North East Somerset Council,80296892,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,2923.2
Bath & North East Somerset Council,80296892,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,2923.2
Bath & North East Somerset Council,80296892,LL3,Supported Living,P03,Wellbeing,NATIONAL AUTISTIC SOCIETY,03/01/2014,2923.2
Bath & North East Somerset Council,80296861,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,03/01/2014,29.87
Bath & North East Somerset Council,80296861,LL3,Supported Living,P03,Wellbeing,PRESTIGE NURSING HEALTHCARE,03/01/2014,2590.45
Bath & North East Somerset Council,80296860,LL3,Supported Living,P03,Wellbeing,REDACTED,03/01/2014,232.01
Bath & North East Somerset Council,80296860,LL3,Supported Living,P03,Wellbeing,REDACTED,03/01/2014,232.01
Bath & North East Somerset Council,80296860,LL3,Supported Living,P03,Wellbeing,REDACTED,03/01/2014,232.01
Bath & North East Somerset Council,80296860,LL3,Supported Living,P03,Wellbeing,REDACTED,03/01/2014,232.01
Bath & North East Somerset Council,80296819,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,03/01/2014,1032.48
Bath & North East Somerset Council,80296820,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,03/01/2014,1032.48
Bath & North East Somerset Council,80296821,LM8,Home Care,P03,Wellbeing,ROBERT SAGE LTD T/A PRESTIGE NURSING PAYROLL,03/01/2014,1032.48
Bath & North East Somerset Council,80296852,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,134
Bath & North East Somerset Council,80296852,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,134
Bath & North East Somerset Council,80296852,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,134
Bath & North East Somerset Council,80296852,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,134
Bath & North East Somerset Council,80296851,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,279.14
Bath & North East Somerset Council,80296851,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,279.14
Bath & North East Somerset Council,80296851,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,279.14
Bath & North East Somerset Council,80296851,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,279.14
Bath & North East Somerset Council,80296847,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,318.25
Bath & North East Somerset Council,80296847,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,318.25
Bath & North East Somerset Council,80296847,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,318.25
Bath & North East Somerset Council,80296847,LL3,Supported Living,P03,Wellbeing,ROYAL MENCAP SOCIETY,03/01/2014,318.25
Bath & North East Somerset Council,80296838,LM8,Home Care,P03,Wellbeing,SAFE & SOUND HOMECARE SERVICES,03/01/2014,284
Bath & North East Somerset Council,80296838,LM8,Home Care,P03,Wellbeing,SAFE & SOUND HOMECARE SERVICES,03/01/2014,284
Bath & North East Somerset Council,80296838,LM8,Home Care,P03,Wellbeing,SAFE & SOUND HOMECARE SERVICES,03/01/2014,284
Bath & North East Somerset Council,80296838,LM8,Home Care,P03,Wellbeing,SAFE & SOUND HOMECARE SERVICES,03/01/2014,284
Bath & North East Somerset Council,80296878,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,134.55
Bath & North East Somerset Council,80296878,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,134.55
Bath & North East Somerset Council,80296878,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,134.55
Bath & North East Somerset Council,80296878,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,134.55
Bath & North East Somerset Council,80296879,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,261.63
Bath & North East Somerset Council,80296879,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,261.63
Bath & North East Somerset Council,80296879,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,261.63
Bath & North East Somerset Council,80296879,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,261.63
Bath & North East Somerset Council,80296876,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,299
Bath & North East Somerset Council,80296876,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,299
Bath & North East Somerset Council,80296876,LL3,Supported Living,P03,Wellbeing,SELBORNE CARE LTD,03/01/2014,299
Bath & North East Somerset Council,80296773,LA7,Purchases for Resale,P06,Sustainable Development,F H SWIFT,03/01/2014,626.4
Bath & North East Somerset Council,10723844,PB4,Payments to Private Contractors,P05,Neighbourhoods,CLEANSING SERVICE GROUP LTD,03/01/2014,654.64
Bath & North East Somerset Council,10723904,PB4,Payments to Private Contractors,P05,Neighbourhoods,TRADEBE HEALTHCARE LTD,03/01/2014,664.57
Bath & North East Somerset Council,80296787,LA7,Purchases for Resale,P06,Sustainable Development,UNEX DESIGNS LTD,03/01/2014,673.82
Bath & North East Somerset Council,80296761,LA7,Purchases for Resale,P06,Sustainable Development,FIKKERTS LTD,03/01/2014,737.4
Bath & North East Somerset Council,10723848,PB4,Payments to Private Contractors,P05,Neighbourhoods,HILLS WASTE SOLUTIONS LTD,03/01/2014,783.64
Bath & North East Somerset Council,10723777,LC3,Drugs,P03,Wellbeing,LLOYDS PHARMACY LTD,03/01/2014,827.98
Bath & North East Somerset Council,10723843,LJ3,Other Services to the Council,P07,Community Resources,BATH CONTRACT FLOORING LTD,03/01/2014,829.17
Bath & North East Somerset Council,10723177,LK1,Fees,P06,Sustainable Development,BAT PRO LTD,03/01/2014,852.47
Bath & North East Somerset Council,80296805,LM8,Home Care,P03,Wellbeing,SOMERSET CARE AT HOME LTD,03/01/2014,57
Bath & North East Somerset Council,80296805,LM8,Home Care,P03,Wellbeing,SOMERSET CARE AT HOME LTD,03/01/2014,114
Bath & North East Somerset Council,80296805,LM8,Home Care,P03,Wellbeing,SOMERSET CARE AT HOME LTD,03/01/2014,114
Bath & North East Somerset Council,80296805,LM8,Home Care,P03,Wellbeing,SOMERSET CARE AT HOME LTD,03/01/2014,114
Bath & North East Somerset Council,80296805,LM8,Home Care,P03,Wellbeing,SOMERSET CARE AT HOME LTD,03/01/2014,114
Bath & North East Somerset Council,80296805,LM8,Home Care,P03,Wellbeing,SOMERSET CARE AT HOME LTD,03/01/2014,114
Bath & North East Somerset Council,80296805,LM8,Home Care,P03,Wellbeing,SOMERSET CARE AT HOME LTD,03/01/2014,114
Bath & North East Somerset Council,10723833,PB4,Payments to Private Contractors,P05,Neighbourhoods,CLEANSING SERVICE GROUP LTD,03/01/2014,934.5
Bath & North East Somerset Council,10722958,HA4,Responsive Maintenance PCB,P07,Community Resources,HORDERS,03/01/2014,941.36
Bath & North East Somerset Council,10723852,EG3,Recruitment Advertising,P01,Transport,TMP (UK) LTD,03/01/2014,990
Bath & North East Somerset Council,10723801,HK5,PCB Highways Maintenance,P01,Transport,E R HEMMINGS (BUILDING) LTD,03/01/2014,1030
Bath & North East Somerset Council,80296811,LM8,Home Care,P03,Wellbeing,STAR HOME CARE SERVICES LIMITED,03/01/2014,107.22
Bath & North East Somerset Council,80296800,LM8,Home Care,P03,Wellbeing,STAR HOME CARE SERVICES LIMITED,03/01/2014,524.03
Bath & North East Somerset Council,80296811,LM8,Home Care,P03,Wellbeing,STAR HOME CARE SERVICES LIMITED,03/01/2014,524.03
Bath & North East Somerset Council,10723821,LJ4,Contracts,P05,Neighbourhoods,BONINGALE NURSERIES,03/01/2014,1063.11
Bath & North East Somerset Council,10723849,PB4,Payments to Private Contractors,P05,Neighbourhoods,M J CHURCH PLANT HIRE LTD,03/01/2014,1100.8
Bath & North East Somerset Council,10723805,LF5,Postages,P07,Community Resources,TNT POST SOUTH WEST LTD,03/01/2014,1166.02
Bath & North East Somerset Council,10723822,DB1,Agency Staff,P01,Transport,C R DAWSON LTD,03/01/2014,1196.25
Bath & North East Somerset Council,10723892,EA1,Training,P02,"Early Years, Children & Youth",E MARTINS,03/01/2014,1200
Bath & North East Somerset Council,10723752,LK1,Fees,P02,"Early Years, Children & Youth",CREATIVITY WORKS,03/01/2014,1250
Bath & North East Somerset Council,10723804,LF5,Postages,P07,Community Resources,TNT POST SOUTH WEST LTD,03/01/2014,1295.07
Bath & North East Somerset Council,10723851,EG3,Recruitment Advertising,P01,Transport,TMP (UK) LTD,03/01/2014,1300
Bath & North East Somerset Council,10723302,HA3,Planned Maintenance,P06,Sustainable Development,MR GERALD BYRNE T/A EMERALD FLOORING,03/01/2014,1300
Bath & North East Somerset Council,10723592,HA6,Planned Maintenance PCB,P07,Community Resources,HORDERS,03/01/2014,1351.93
Bath & North East Somerset Council,10723883,KA3,Fuel,P01,Transport,ALLSTAR BUSINESS SOLUTIONS LTD,03/01/2014,1635.16
Bath & North East Somerset Council,10723748,PB4,Payments to Private Contractors,P05,Neighbourhoods,VIRIDOR WASTE MANAGEMENT LTD,03/01/2014,1663.57
Bath & North East Somerset Council,80296882,LL3,Supported Living,P03,Wellbeing,TJ SUPPORT LTD,03/01/2014,178.36
Bath & North East Somerset Council,80296882,LL3,Supported Living,P03,Wellbeing,TJ SUPPORT LTD,03/01/2014,318.06
Bath & North East Somerset Council,80296882,LL3,Supported Living,P03,Wellbeing,TJ SUPPORT LTD,03/01/2014,318.06
Bath & North East Somerset Council,80296882,LL3,Supported Living,P03,Wellbeing,TJ SUPPORT LTD,03/01/2014,318.06
Bath & North East Somerset Council,80296882,LL3,Supported Living,P03,Wellbeing,TJ SUPPORT LTD,03/01/2014,318.06
Bath & North East Somerset Council,10723898,HE1,General Maintenance,P01,Transport,E W HOBBS,03/01/2014,2230.75
Bath & North East Somerset Council,10723812,LJ4,Contracts,P01,Transport,V CARS,03/01/2014,324.14
Bath & North East Somerset Council,10723812,LJ4,Contracts,P01,Transport,V CARS,03/01/2014,11537.25
Bath & North East Somerset Council,80296788,LA7,Purchases for Resale,P06,Sustainable Development,UNEX DESIGNS LTD,03/01/2014,3146.83
Bath & North East Somerset Council,10723678,3G1,Grants/Advances,P03,Wellbeing,A J & M L SPRATLING,03/01/2014,3160
Bath & North East Somerset Council,10721752,LP5,Software Support,P07,Community Resources,NORTHGATE INFORMATION SOLUTIONS,03/01/2014,3428.2
Bath & North East Somerset Council,10723681,3G1,Grants/Advances,P03,Wellbeing,OASIS BATHROOM CENTRE,03/01/2014,3540
Bath & North East Somerset Council,10723816,LJ1,Consultants Fees,P03,Wellbeing,PRACTICUS LTD,03/01/2014,4000
Bath & North East Somerset Council,10723698,3F7,External Fees,P07,Community Resources,FACTORY FURNITURE,03/01/2014,4565
Bath & North East Somerset Council,10722877,LX6,Bus Revenue Support,P01,Transport,SOMERBUS LTD,03/01/2014,4815.76
Bath & North East Somerset Council,10723595,LK1,Fees,P06,Sustainable Development,BAT PRO LTD,03/01/2014,6251.43
Bath & North East Somerset Council,10723769,LJ3,Other Services to the Council,P07,Community Resources,SOFA PROJECT,03/01/2014,7537.5
Bath & North East Somerset Council,10723815,3C4,Building Works,P02,"Early Years, Children & Youth",ERWOOD & MORRIS LTD,03/01/2014,16446.86
Bath & North East Somerset Council,10723837,KA3,Fuel,P01,Transport,FORD FUELS LTD,03/01/2014,40672.17
Bath & North East Somerset Council,10723637,LK6,Photography/Artworks/Graphics,P06,Sustainable Development,OXFORD EXHIBITION SERVICES LTD,06/01/2014,190
Bath & North East Somerset Council,10722263,EA1,Training,P07,Community Resources,THE WATER HYGIENE CENTRE,06/01/2014,245
Bath & North East Somerset Council,10722263,EA1,Training,P07,Community Resources,THE WATER HYGIENE CENTRE,06/01/2014,245
Bath & North East Somerset Council,10723637,LK6,Photography/Artworks/Graphics,P06,Sustainable Development,OXFORD EXHIBITION SERVICES LTD,06/01/2014,485
Bath & North East Somerset Council,10723785,HA5,Service Contract PCB,P07,Community Resources,FACULTATIEVE TECHNOLOGIES LTD,06/01/2014,536.36
Bath & North East Somerset Council,10723213,LF5,Postages,P07,Community Resources,CFH DOCMAIL LTD,06/01/2014,634.75
Bath & North East Somerset Council,10723506,HA4,Responsive Maintenance PCB,P07,Community Resources,MANNINGS FACILITIES MANAGEMENT LTD,06/01/2014,758.04
Bath & North East Somerset Council,10723643,LF5,Postages,P06,Sustainable Development,ROYAL MAIL GROUP PLC,06/01/2014,775
Bath & North East Somerset Council,10723400,3C4,Building Works,P02,"Early Years, Children & Youth",WAYLETT PROPERTY INSPECTIONS LLP,06/01/2014,881.79
Bath & North East Somerset Council,10723015,LJ1,Consultants Fees,P09,Homes & Planning,HILLSIDE TREES LIMITED,06/01/2014,901.6
Bath & North East Somerset Council,10723597,HA4,Responsive Maintenance PCB,P07,Community Resources,MANNINGS FACILITIES MANAGEMENT LTD,06/01/2014,933
Bath & North East Somerset Council,10723182,LJ8,PCB External Fees,P06,Sustainable Development,BLACK & VEATCH LIMITED,06/01/2014,1000
Bath & North East Somerset Council,10722821,LJ1,Consultants Fees,P02,"Early Years, Children & Youth",LEADING FUTURES LTD,06/01/2014,1125
Bath & North East Somerset Council,10722529,LJ4,Contracts,P01,Transport,NORTHGATE INFORMATION SOLUTIONS UK LTD,06/01/2014,1166.37
Bath & North East Somerset Council,10723914,LK1,Fees,P06,Sustainable Development,REDACTED,06/01/2014,640
Bath & North East Somerset Council,10723986,HA4,Responsive Maintenance PCB,P07,Community Resources,TPM (SOUTH WEST) LTD,06/01/2014,1250.56
Bath & North East Somerset Council,10723308,LJ1,Consultants Fees,P04,Leader,PLACE STUDIO LTD,06/01/2014,1375
Bath & North East Somerset Council,10723576,EA1,Training,P05,Neighbourhoods,SOUTH WEST REGIONAL ASSESSMENT CENTRE LTD,06/01/2014,1500
Bath & North East Somerset Council,10722703,LJ1,Consultants Fees,P02,"Early Years, Children & Youth",BAXTER ASSOCIATES LTD,06/01/2014,1625
Bath & North East Somerset Council,10723333,LT4,Conferences,Z98,West of England Partnership,AT BRISTOL (ENTERPRISES) LTD,06/01/2014,1750
Bath & North East Somerset Council,10722984,EA1,Training,P02,"Early Years, Children & Youth",AIM PROJECT,06/01/2014,1856.5
Bath & North East Somerset Council,80296899,LK4,Nursery/Childcare Vouchers,P02,"Early Years, Children & Youth",LITTLE FIDGETS PLAYGROUP,06/01/2014,1919.7
Bath & North East Somerset Council,10722231,KA3,Fuel,P01,Transport,ALLSTAR BUSINESS SOLUTIONS LTD,06/01/2014,1991.46
Bath & North East Somerset Council,10723427,LE1,Education Payment (independent school),P02,"Early Years, Children & Youth",ON TRACK EDUCATION SERVICES LTD,06/01/2014,2160
Bath & North East Somerset Council,10723334,HP3,Room Hire Charges,Z98,West of England Partnership,AT BRISTOL (ENTERPRISES) LTD,06/01/2014,2244.75
Bath & North East Somerset Council,10723986,HA4,Responsive Maintenance PCB,P07,Community Resources,TPM (SOUTH WEST) LTD,06/01/2014,2266.75
Bath & North East Somerset Council,10723639,LH1,Liability Insurance,P06,Sustainable Development,OXFORD EXHIBITION SERVICES LTD,06/01/2014,2275
